gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
223,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((4)*((9)+(8)))-((0)*(0))),(((9)+((8)*(x)))*((6)+((0)*(8)))),0.12077916826953547,0.000020199776462308492,-0.9627138990340853,-0.12540962606427358,0.027255325272427276,0.2541007927328463,0.000015034124897346621,0.0018605052670550121,-0.0017849150746338926,-0.32813230483766037,-0.4521387473104985,0.06481021880592852,-0.9531637261098505,-0.04372849663568189,-0.9368303892205742,0.5939336453094494,NaN,NaN,647.0618637777656,259.96484805108213,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchXR,0,0,4,4,2
224,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((9)*(7)))+((0)*(x))),((((x)+(0))*((5)+(6)))*((8)*((1)+(x)))),0.11002129094618711,0.000015012592947822887,-0.9558435020021222,-0.07029668250884993,0.042823811381744924,0.027281911982568022,0.000013577821987690683,0.0013712853460541964,-0.2556221460517117,-0.09311033560442286,-0.05621663653973785,-0.5194852765709008,-0.947164208580811,0.009754509860832927,-0.698957335809164,0.5795743037850347,NaN,634.0441348091149,3083.654069804559,269.1577397900512,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddTreeWithMult,AddTreeWithMult,0,0,5,2,2
225,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)+((0)*(x))))*(((3)*(x))*((4)-((x)-(8)))))+((((8)/(7))/((8)*(2)))*(((x)*(x))*((x)+((x)-(x)))))),((((4)*(x))*((x)*((x)+(4))))/((4)+((x)+((6)+(x))))),0.15680986108435974,0.0008225817219744136,-0.642854646695115,-0.14374118465474528,0.8020155833638268,0.27961105452613044,0.009947603829264422,0.002766259314167206,0.4620075728524208,-0.06318901450725337,-0.2688186350606494,-0.7083875995145061,-0.36349375917895965,-0.04332601218939036,0.9999380817020046,0.648260383069433,NaN,NaN,165431646.9429443,225.1847143026266,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,AddTreeWithMult,0,0,2,1,2
226,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((8)*(9)),((x)*((9)*(8))),-0.08275081065923844,-0.00000022367940801146438,-0.9375416761428966,-0.045450775810507056,0.0005465067790817057,0.047656976830584195,0.000000010167889456163527,0.0007185825710947278,-0.5325548503500945,-0.26338149635994096,-0.5031506775058787,-0.35238473861297104,-0.9373906616866529,0.0033875759479875442,-0.9362570518205551,0.5163035069400439,641.3228550732462,638.2116462531966,652.934699814784,309.6638858863303,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,ReplaceBranchR,0,0,3,1,2
227,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((7)-((x)*(8))),(((x)*(x))*((x)-(1))),0.009269306157260685,0.000000016011108119186113,-0.9374852060108234,0.0021153101568267296,0.0015107815577112254,0.08933573867711612,0.00000003506585548589827,0.00008508713257678694,-0.0751493472253786,0.3019631999338864,-0.1412365610884283,-0.4682219871430968,-0.9370775026173681,0.02448236364741612,-0.932465979817183,0.5922655005379325,644.5306204612252,625.243648131496,691.7675829994412,261.03279913110964,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchXR,0,0,2,1,2
228,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((9)*((7)*(6)))/((6)/(9))),((((x)*(1))*((7)-((1)+(x))))*(((5)+(3))*((7)-((0)+(x))))),0.09461582877260023,0.000011980938183526174,-0.9459606811869397,-0.21064779750776913,0.01570971643843012,0.3061343143944421,0.0000061376473226580555,0.0026124749172328184,-0.9230033537845643,-0.05486213870610277,2.7514558423795195,-0.5505272076772036,-0.940938795644856,-0.10227752678464842,-0.9115868944179907,0.5941229579241764,604.9784460512441,NaN,905.637191275967,259.84364957070284,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,ReplaceBranchXR,0,0,1,2,2
229,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(8))+((x)*(x)))+(((8)+(1))*((7)/(2))))-(((6)*((2)*(0)))*(((x)*(x))/((3)/((2)-(x)))))),((0)*(x)),NaN,0,-0.9357619644589009,0,0.3496914098875753,0,0.0006344136728202103,0,0.8658298865902538,NaN,0.13633660368281575,NaN,-0.8678361398389647,0,0.893027828689675,0,2588.467932732854,640.2028758309526,95756.17553447343,640.2028758309526,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,AddXD,0,0,4,3,2
230,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((5)*((8)*(8)))*((6)*((x)+(1))))-(((5)/(1))+((0)+((0)-(x))))),((x)+(0)),-0.20713628942693582,-0.0000004188352943725977,-0.9541320818418176,0.005389379410650547,0.15289046279738824,0.0035246882580112714,0.000019377031366075052,0.000000211002167546909,0.7509163937625084,-0.10631572328286112,2.1677430011260674,-0.3417240017675538,-0.9384127346479794,0.006320528732909543,0.24340916025271703,0.008255384467473688,643.3869531820047,636.1564551593717,13538.686268943857,634.9177549537858,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,AddXD,0,0,3,3,2
231,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((1)-((x)*(5))),(0),NaN,0,-0.9374209674562544,0,0.000559249795330067,0,0.00000000755427615951986,0,-0.32408452762378076,NaN,0.680160222352602,NaN,-0.9372212605666014,0,-0.9348960557661287,0,643.0580724208621,640.2028758309526,666.8757172233986,640.2028758309526,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchR,0,0,3,4,2
232,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((5)-((x)*(9))),(0),NaN,0,-0.9375556833052163,0,0.0008054755952378477,0,0.00000003388665797838024,0,-2.514813917369626,NaN,10.556175889208005,NaN,-0.9373273467913652,0,-0.932151662743229,0,641.9714051219831,640.2028758309526,694.9872101141302,640.2028758309526,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,ReplaceBranchXR,0,0,7,9,2
233,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),(0),NaN,0,-0.9374999999999999,0,0,0,0,0,NaN,NaN,NaN,NaN,-0.9374999999999999,0,-0.9374999999999999,0,640.2028758309526,640.2028758309526,640.2028758309526,640.2028758309526,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,AddXD,0,0,8,2,2
234,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)+((7)*(x)))*(((x)+(2))*((9)*(7))))-(((0)*(8))/((0)-((9)+((x)*(x)))))),((((x)-(7))+((x)*(2)))+((x)+((x)*((x)+(x))))),-0.07674304635336861,-0.000052607977205367894,-0.9507498845209558,-0.22347132462243274,0.2848555375950807,0.40057560404645653,0.00020030327197877819,0.0023460490809383357,0.6731750634571657,0.030194023580567397,-0.2768880184759457,-0.3229075929631078,-0.9146829533590689,-0.1049581089984992,0.7864228550524638,0.7935857881310158,NaN,NaN,47960.40332785339,132.1469720509033,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,DeleteTerminalR,0,0,1,1,2
235,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((9)*(x))*((6)*(3)))+((5)*((x)-((0)*(x))))),((((x)-((5)+(0)))+((3)*((x)+(3))))+(((x)+(6))-((x)+((x)-((x)*(x)))))),-0.09502644116291047,-0.00007241478608239558,-0.9348769505114355,-0.2743221375197441,0.29340373167486905,0.3771998027317079,0.00019947719474203092,0.0029112018763423502,1.4148180231131209,-0.14776881932963207,4.022329789112133,0.013409576411913537,-0.8744400872173532,-0.13371425533338394,0.833670917474405,0.7384294468982991,NaN,NaN,61584.21520613506,167.45822032840178,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,DeleteTerminalR,0,0,1,3,2
236,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((3)*(x))-((5)*(8)))+(((0)*(x))/((0)-(1))))*(((0)-((7)/(x)))*(((x)/(x))+((x)/((x)/(x)))))),((x)*((x)*(x))),-0.08335896682941277,-0.000006570562250834637,-0.9550018433165357,-0.025639834936650372,0.02381165433546301,0.10779377569525952,0.00001210931620238626,0.0005130749390541516,-0.0996666068018504,-0.16025754336298062,-0.7207742584422765,-0.1559324417198198,-0.9481652531416125,0.026935739147331154,-0.9318660144942978,0.6005462915314183,530.9560641073462,623.5733548318664,697.9131754011999,255.73141292292496,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,AddTreeWithMult,0,0,2,1,2
237,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*((x)*(4))),((((0)+(5))+((7)*(x)))+((0)/((x)/(x)))),0.0332408474367333,0.0000045399773650156,-0.9513221698288742,-0.09404114565921531,0.018408684166412163,0.17540148346384035,0.000013468743181990454,0.0013849564876865948,-0.255117861543376,-0.7761824178752292,0.9636176159785541,0.4671675557594157,-0.9434715263023365,-0.03110015434495032,-0.9304376595712341,0.058563815949548015,579.0350628412573,1644.043794545122,712.5441662724418,598.5442942859135,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,AddXD,0,0,2,2,2
238,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((8)*(x))*((x)*(x)))+(((x)-(0))-((6)*(9))))*(((x)/((0)-(0)))-(((0)-(6))-((x)-((x)-(x)))))),((x)*((8)*(9))),-0.001298295776364598,-0.000000057092247528313086,-0.9552667368270629,0.003096778837691181,0.22445051220335643,0.07873096578280835,0.00005907221459235926,0.00003273585881018337,1.4191590029895989,0.434726949450705,3.523836267564055,0.17028059116394179,-0.9250569303903045,0.017595891974839826,0.8196621912775488,0.5163035069400439,1363.9271237238206,629.0630501024384,56800.324268440585,309.6638858863303,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,AddXD,0,0,1,2,2
239,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((9)*((5)*(7)))*((8)+((4)+(x)))),((((2)*((4)/(7)))*(((4)-(0))+((7)-(9))))*(((4)*(x))*((x)*((x)*((6)/(7)))))),0.013370648392155042,0.0000035655465035307227,-0.9328786108842667,-0.2701536456588849,0.0578663813235587,0.3639656907624332,0.000019299978335149858,0.0036846008847902685,0.585496631178173,-0.1023673328274158,-0.3330926135431391,-0.9454640201171736,-0.9223896806293024,-0.16305657357277537,-0.6183869401895195,0.82313160179548,794.9815944844695,5260.214135983472,3908.956453525104,113.23165717414777,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,DeleteTerminalR,0,0,4,3,2
240,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((8)*(3))-((4)/(3)))*((8)*((x)*((4)*(x))))),((9)*((x)+(x))),-0.12292796472327581,-0.00003623988979324196,-0.9330422784064852,-0.07259159555662548,0.20670681623389592,0.12698947753047798,0.00007373604036177291,0.0011786708471476274,1.3352392940001045,-0.36591934922369196,1.7187614047155075,-0.6648809057272071,-0.9070763278805107,-0.009953325758662637,0.6885950110363597,0.08188780654933482,NaN,1138.5534827754814,32893.64774593012,587.7780665825798,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchXR,0,0,2,1,2
241,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))+((x)*(9)))+(((4)+(2))-((9)/(2))))-(((3)*((4)/(4)))*((x)*((x)+((x)+(1)))))),((x)*(9)),0.17464531655564725,0.00022215743608014263,-0.9228764365789829,-0.23366575853542165,0.34023113039587016,0.3332494684944454,0.0005840283872905926,0.002770600222750839,0.4681260330609105,-0.39131704371236964,-0.7164257493506399,-0.20166177114177142,-0.8627109631460987,-0.1253006586762549,0.7497960503801259,0.07377034044034662,NaN,NaN,40939.585601496045,592.9748917300143,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,AddXD,0,0,1,1,2
242,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))-((2)*((x)+(2))))*(((6)-(x))/((3)*((x)*(8)))))-((((2)+(7))-((7)-(9)))+(((1)*(x))-((x)/((1)-(x)))))),(((((6)/((5)*(x)))*((x)+((1)-(5))))*(((x)*((x)+(2)))+((1)*((2)+(8)))))/((((6)+(0))+((8)*((x)-(0))))-(((1)/((x)-(6)))*((0)/((x)*((x)/(x))))))),0.12268850084267122,0.000029834347755312217,-0.96435896346185,-0.49896411636919696,0.05529689474890562,0.4829111220115144,0.000014034167780918062,0.004213458410286065,0.058645492168189164,0.14656426136807288,0.13204757041334503,-0.4820071650992106,-0.9543026404094163,-0.3492605265375959,-0.5921082479533574,0.5951242426471719,NaN,NaN,4178.135563007783,216.86926292046695,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,AddXD,0,0,4,2,2
243,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((9)+(6))*((0)+((4)*(3))))/(((1)+((x)+(7)))*((x)/((3)+(1)))))*((((4)-(3))-((x)*((x)-(x))))+(((5)*(x))-((x)*((x)+((x)+(x))))))),(((0)-(x))*((x)-(8))),0.173073561639745,0.00007723917035314752,-0.8667459021013899,-0.006893778517661506,0.46603159536950284,0.0108788439582831,0.0016244064379471485,0.00012260806443377726,0.6846091013842635,-1.8182021098820154,0.6122152561708964,3.563045805960296,-0.7622511239813083,0.001809963847427922,0.8074790423124405,0.08342915076854722,3502.107510596825,639.0446665087119,53205.87501917016,586.7912935807946,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,AddXD,0,0,1,1,2
244,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((7)*(7)),(((4)*((x)-(x)))/((0)+(1))),-0.1940012199082128,-0.0000005857274514369961,-0.9374326984070149,-0.05267018236144479,0.0003277197769523361,0.004186839222641097,0.000000010241670812538989,0.0008900438897432862,-0.27441248108773736,-0.4176027716099369,-0.7768723418802028,-0.030316935293273506,-0.9372448723320608,0.0006516154840727962,-0.9367362883134581,0.02472436767566995,642.8162112984523,639.716320971103,648.0257625194301,624.3742645418869,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddTreeWithMult,DeleteTerminalR,0,0,2,1,2
245,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((6)+(9))-((6)*((8)*(3))))+((5)/((1)/((2)+(4))))),(((((8)+(7))-((x)/((4)+(3))))+(((0)+(x))*((8)/((1)/(x)))))*((((1)*(2))*((3)*(7)))-(((0)/(1))+((0)*((9)/((x)+(x))))))),-0.14718595462372883,-0.00003164440225115605,-0.951272319029462,-0.7199787117975374,0.0442864656367421,0.4980846336232922,0.000016825967950270262,0.002747141297334901,-0.16200147913903115,-0.10240143570571245,-0.3138018944589924,-0.6253426275109129,-0.9422859908724428,-0.617850508419762,-0.6494281509013424,0.4593294623219737,NaN,NaN,3590.993695653366,313.4650505727162,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchR,0,0,1,1,2
